NDate,NTime,MeaValue,Weight,RecNo
2020/9/30 ,18:33:17,43.5  ,A,31776 
2020/9/30 ,18:33:19,43.5  ,A,31777 
2020/9/30 ,18:33:21,43.6  ,A,31778 
2020/9/30 ,18:33:23,44.2  ,A,31779 
2020/9/30 ,18:33:25,44.2  ,A,31780 
2020/9/30 ,18:33:27,43.5  ,A,31781 
2020/9/30 ,18:33:29,43.3  ,A,31782 
2020/9/30 ,18:33:31,43.4  ,A,31783 
2020/9/30 ,18:33:33,43.6  ,A,31784 
2020/9/30 ,18:33:35,43.7  ,A,31785 
2020/9/30 ,18:33:37,43.7  ,A,31786 
2020/9/30 ,18:33:39,43.4  ,A,31787 
2020/9/30 ,18:33:41,43.5  ,A,31788 
2020/9/30 ,18:33:43,43.6  ,A,31789 
2020/9/30 ,18:33:45,43.7  ,A,31790 
2020/9/30 ,18:33:47,43.5  ,A,31791 
2020/9/30 ,18:33:49,43.5  ,A,31792 
2020/9/30 ,18:33:51,43.6  ,A,31793 
2020/9/30 ,18:33:53,43.5  ,A,31794 
2020/9/30 ,18:33:55,43.6  ,A,31795 
2020/9/30 ,18:33:57,43.8  ,A,31796 
2020/9/30 ,18:33:59,43.8  ,A,31797 
2020/9/30 ,18:34:1 ,43.6  ,A,31798 
2020/9/30 ,18:34:3 ,43.7  ,A,31799 
2020/9/30 ,18:34:11,43.5  ,A,31800 
2020/9/30 ,18:34:13,43.5  ,A,31801 
2020/9/30 ,18:34:15,43.5  ,A,31802 
2020/9/30 ,18:34:17,43.4  ,A,31803 
2020/9/30 ,18:34:19,43.6  ,A,31804 
2020/9/30 ,18:34:21,43.6  ,A,31805 
2020/9/30 ,18:34:23,43.5  ,A,31806 
2020/9/30 ,18:34:25,43.6  ,A,31807 
2020/9/30 ,18:34:27,43.6  ,A,31808 
2020/9/30 ,18:34:29,43.7  ,A,31809 
2020/9/30 ,18:34:31,43.5  ,A,31810 
2020/9/30 ,18:34:33,43.5  ,A,31811 
2020/9/30 ,18:34:35,43.6  ,A,31812 
2020/9/30 ,18:34:37,43.6  ,A,31813 
2020/9/30 ,18:34:39,43.6  ,A,31814 
2020/9/30 ,18:34:41,43.9  ,A,31815 
2020/9/30 ,18:34:43,43.9  ,A,31816 
2020/9/30 ,18:34:45,43.6  ,A,31817 
2020/9/30 ,18:34:47,43.6  ,A,31818 
2020/9/30 ,18:34:49,43.7  ,A,31819 
2020/9/30 ,18:34:51,43.7  ,A,31820 
2020/9/30 ,18:34:53,43.6  ,A,31821 
2020/9/30 ,18:34:55,43.5  ,A,31822 
2020/9/30 ,18:34:57,43.5  ,A,31823 
2020/9/30 ,18:34:59,43.5  ,A,31824 
2020/9/30 ,18:35:1 ,43.5  ,A,31825 
2020/9/30 ,18:35:3 ,43.5  ,A,31826 
2020/9/30 ,18:35:5 ,43.5  ,A,31827 
2020/9/30 ,18:35:7 ,43.6  ,A,31828 
2020/9/30 ,18:35:9 ,43.6  ,A,31829 
2020/9/30 ,18:35:11,43.7  ,A,31830 
2020/9/30 ,18:35:13,44.1  ,A,31831 
2020/9/30 ,18:35:15,43.7  ,A,31832 
2020/9/30 ,18:35:17,43.5  ,A,31833 
2020/9/30 ,18:35:19,43.6  ,A,31834 
2020/9/30 ,18:35:21,43.7  ,A,31835 
2020/9/30 ,18:35:23,43.4  ,A,31836 
2020/9/30 ,18:35:25,43.5  ,A,31837 
2020/9/30 ,18:35:27,43.6  ,A,31838 
2020/9/30 ,18:35:29,43.6  ,A,31839 
2020/9/30 ,18:35:31,43.5  ,A,31840 
2020/9/30 ,18:35:33,43.6  ,A,31841 
2020/9/30 ,18:35:35,43.7  ,A,31842 
2020/9/30 ,18:35:37,43.5  ,A,31843 
2020/9/30 ,18:35:39,43.6  ,A,31844 
2020/9/30 ,18:35:41,43.7  ,A,31845 
2020/9/30 ,18:35:43,43.8  ,A,31846 
2020/9/30 ,18:35:45,44.3  ,A,31847 
2020/9/30 ,18:35:47,43.6  ,A,31848 
2020/9/30 ,18:35:49,43.4  ,A,31849 
2020/9/30 ,18:35:51,43.6  ,A,31850 
2020/9/30 ,18:35:53,43.5  ,A,31851 
2020/9/30 ,18:35:55,43.7  ,A,31852 
2020/9/30 ,18:35:57,45.0  ,A,31853 
2020/9/30 ,18:35:59,44.4  ,A,31854 
2020/9/30 ,18:36:1 ,43.7  ,A,31855 
2020/9/30 ,18:36:3 ,43.6  ,A,31856 
2020/9/30 ,18:36:5 ,43.7  ,A,31857 
2020/9/30 ,18:36:7 ,43.8  ,A,31858 
2020/9/30 ,18:36:9 ,43.7  ,A,31859 
2020/9/30 ,18:36:17,43.8  ,A,31860 
2020/9/30 ,18:36:19,44.1  ,A,31861 
2020/9/30 ,18:36:21,43.9  ,A,31862 
2020/9/30 ,18:36:23,43.8  ,A,31863 
2020/9/30 ,18:36:25,43.6  ,A,31864 
2020/9/30 ,18:36:27,43.7  ,A,31865 
2020/9/30 ,18:36:29,43.7  ,A,31866 
2020/9/30 ,18:36:31,43.6  ,A,31867 
2020/9/30 ,18:36:33,43.6  ,A,31868 
2020/9/30 ,18:36:35,43.9  ,A,31869 
2020/9/30 ,18:36:37,43.8  ,A,31870 
2020/9/30 ,18:36:39,43.8  ,A,31871 
2020/9/30 ,18:36:41,43.6  ,A,31872 
2020/9/30 ,18:36:43,43.7  ,A,31873 
2020/9/30 ,18:36:45,43.7  ,A,31874 
2020/9/30 ,18:36:47,43.6  ,A,31875 
2020/9/30 ,18:36:49,43.6  ,A,31876 
2020/9/30 ,18:36:51,43.6  ,A,31877 
2020/9/30 ,18:36:53,43.6  ,A,31878 
2020/9/30 ,18:36:55,43.7  ,A,31879 
2020/9/30 ,18:36:57,43.7  ,A,31880 
2020/9/30 ,18:36:59,43.8  ,A,31881 
2020/9/30 ,18:37:1 ,43.7  ,A,31882 
2020/9/30 ,18:37:3 ,43.7  ,A,31883 
2020/9/30 ,18:37:5 ,43.8  ,A,31884 
2020/9/30 ,18:37:7 ,43.8  ,A,31885 
2020/9/30 ,18:37:9 ,43.8  ,A,31886 
2020/9/30 ,18:37:11,43.8  ,A,31887 
2020/9/30 ,18:37:13,43.6  ,A,31888 
2020/9/30 ,18:37:15,43.8  ,A,31889 
2020/9/30 ,18:37:17,43.7  ,A,31890 
2020/9/30 ,18:37:19,43.7  ,A,31891 
2020/9/30 ,18:37:21,43.7  ,A,31892 
2020/9/30 ,18:37:23,43.6  ,A,31893 
2020/9/30 ,18:37:25,43.6  ,A,31894 
2020/9/30 ,18:37:27,43.7  ,A,31895 
2020/9/30 ,18:37:29,43.7  ,A,31896 
2020/9/30 ,18:37:31,43.6  ,A,31897 
2020/9/30 ,18:37:33,43.9  ,A,31898 
2020/9/30 ,18:37:35,43.9  ,A,31899 
2020/9/30 ,18:37:37,43.7  ,A,31900 
2020/9/30 ,18:37:39,43.7  ,A,31901 
2020/9/30 ,18:37:41,43.7  ,A,31902 
2020/9/30 ,18:37:43,43.8  ,A,31903 
2020/9/30 ,18:37:45,43.7  ,A,31904 
2020/9/30 ,18:37:47,43.7  ,A,31905 
2020/9/30 ,18:37:49,43.8  ,A,31906 
2020/9/30 ,18:37:51,43.9  ,A,31907 
2020/9/30 ,18:37:53,43.9  ,A,31908 
2020/9/30 ,18:37:55,43.8  ,A,31909 
2020/9/30 ,18:37:57,43.9  ,A,31910 
2020/9/30 ,18:37:59,43.8  ,A,31911 
2020/9/30 ,18:38:1 ,43.8  ,A,31912 
2020/9/30 ,18:38:3 ,43.8  ,A,31913 
2020/9/30 ,18:38:5 ,44.1  ,A,31914 
2020/9/30 ,18:38:7 ,44.1  ,A,31915 
2020/9/30 ,18:38:9 ,43.8  ,A,31916 
2020/9/30 ,18:38:11,43.7  ,A,31917 
2020/9/30 ,18:38:13,43.9  ,A,31918 
2020/9/30 ,18:38:15,43.9  ,A,31919 
2020/9/30 ,18:38:23,43.8  ,A,31920 
2020/9/30 ,18:38:25,43.8  ,A,31921 
2020/9/30 ,18:38:27,43.9  ,A,31922 
2020/9/30 ,18:38:29,43.8  ,A,31923 
2020/9/30 ,18:38:31,43.9  ,A,31924 
2020/9/30 ,18:38:33,43.8  ,A,31925 
2020/9/30 ,18:38:35,43.8  ,A,31926 
2020/9/30 ,18:38:37,43.8  ,A,31927 
2020/9/30 ,18:38:39,43.9  ,A,31928 
2020/9/30 ,18:38:41,43.7  ,A,31929 
2020/9/30 ,18:38:43,44.0  ,A,31930 
2020/9/30 ,18:38:45,44.0  ,A,31931 
2020/9/30 ,18:38:47,43.9  ,A,31932 
2020/9/30 ,18:38:49,43.8  ,A,31933 
2020/9/30 ,18:38:51,43.8  ,A,31934 
2020/9/30 ,18:38:53,43.9  ,A,31935 
2020/9/30 ,18:38:55,43.8  ,A,31936 
2020/9/30 ,18:38:57,43.7  ,A,31937 
2020/9/30 ,18:38:59,43.7  ,A,31938 
2020/9/30 ,18:39:1 ,44.0  ,A,31939 
2020/9/30 ,18:39:3 ,43.8  ,A,31940 
2020/9/30 ,18:39:5 ,43.8  ,A,31941 
2020/9/30 ,18:39:7 ,43.8  ,A,31942 
2020/9/30 ,18:39:9 ,43.7  ,A,31943 
2020/9/30 ,18:39:11,43.6  ,A,31944 
2020/9/30 ,18:39:13,43.6  ,A,31945 
2020/9/30 ,18:39:15,43.7  ,A,31946 
2020/9/30 ,18:39:17,43.5  ,A,31947 
2020/9/30 ,18:39:19,43.5  ,A,31948 
2020/9/30 ,18:39:21,43.5  ,A,31949 
2020/9/30 ,18:39:23,43.6  ,A,31950 
2020/9/30 ,18:39:25,43.6  ,A,31951 
2020/9/30 ,18:39:27,43.4  ,A,31952 
2020/9/30 ,18:39:29,43.4  ,A,31953 
2020/9/30 ,18:39:31,43.5  ,A,31954 
2020/9/30 ,18:39:33,43.5  ,A,31955 
2020/9/30 ,18:39:35,43.5  ,A,31956 
2020/9/30 ,18:39:37,43.4  ,A,31957 
2020/9/30 ,18:39:39,43.5  ,A,31958 
2020/9/30 ,18:39:41,43.1  ,A,31959 
2020/9/30 ,18:39:43,43.8  ,A,31960 
2020/9/30 ,18:39:45,43.6  ,A,31961 
2020/9/30 ,18:39:47,43.6  ,A,31962 
2020/9/30 ,18:39:49,43.5  ,A,31963 
2020/9/30 ,18:39:51,43.6  ,A,31964 
2020/9/30 ,18:39:53,43.4  ,A,31965 
2020/9/30 ,18:39:55,43.5  ,A,31966 
2020/9/30 ,18:39:57,43.4  ,A,31967 
2020/9/30 ,18:39:59,43.5  ,A,31968 
2020/9/30 ,18:40:1 ,43.5  ,A,31969 
2020/9/30 ,18:40:3 ,43.5  ,A,31970 
2020/9/30 ,18:40:5 ,43.6  ,A,31971 
2020/9/30 ,18:40:7 ,43.5  ,A,31972 
2020/9/30 ,18:40:9 ,43.6  ,A,31973 
2020/9/30 ,18:40:11,43.7  ,A,31974 
2020/9/30 ,18:40:13,43.4  ,A,31975 
2020/9/30 ,18:40:15,43.6  ,A,31976 
2020/9/30 ,18:40:17,43.5  ,A,31977 
2020/9/30 ,18:40:19,43.4  ,A,31978 
2020/9/30 ,18:40:21,43.7  ,A,31979 
2020/9/30 ,18:40:29,43.5  ,A,31980 
2020/9/30 ,18:40:31,43.7  ,A,31981 
2020/9/30 ,18:40:33,43.6  ,A,31982 
2020/9/30 ,18:40:35,43.5  ,A,31983 
2020/9/30 ,18:40:37,43.4  ,A,31984 
2020/9/30 ,18:40:39,43.7  ,A,31985 
2020/9/30 ,18:40:41,43.5  ,A,31986 
2020/9/30 ,18:40:43,43.6  ,A,31987 
2020/9/30 ,18:40:45,43.6  ,A,31988 
2020/9/30 ,18:40:47,43.4  ,A,31989 
2020/9/30 ,18:40:49,43.4  ,A,31990 
2020/9/30 ,18:40:51,43.5  ,A,31991 
2020/9/30 ,18:40:53,43.5  ,A,31992 
2020/9/30 ,18:40:55,43.5  ,A,31993 
2020/9/30 ,18:40:57,43.6  ,A,31994 
2020/9/30 ,18:40:59,43.6  ,A,31995 
2020/9/30 ,18:41:1 ,43.4  ,A,31996 
2020/9/30 ,18:41:3 ,43.4  ,A,31997 
2020/9/30 ,18:41:5 ,43.6  ,A,31998 
2020/9/30 ,18:41:7 ,43.6  ,A,31999 
2020/9/30 ,18:41:9 ,43.7  ,A,32000 
2020/9/30 ,18:41:11,43.7  ,A,32001 
2020/9/30 ,18:41:13,43.6  ,A,32002 
2020/9/30 ,18:41:15,44.1  ,A,32003 
2020/9/30 ,18:41:17,44.1  ,A,32004 
2020/9/30 ,18:41:19,44.1  ,A,32005 
2020/9/30 ,18:41:21,43.6  ,A,32006 
2020/9/30 ,18:41:23,43.4  ,A,32007 
2020/9/30 ,18:41:25,43.4  ,A,32008 
2020/9/30 ,18:41:27,43.4  ,A,32009 
2020/9/30 ,18:41:29,43.5  ,A,32010 
2020/9/30 ,18:41:31,43.5  ,A,32011 
2020/9/30 ,18:41:33,43.5  ,A,32012 
2020/9/30 ,18:41:35,43.6  ,A,32013 
2020/9/30 ,18:41:37,43.6  ,A,32014 
2020/9/30 ,18:41:39,43.6  ,A,32015 
2020/9/30 ,18:41:41,43.6  ,A,32016 
2020/9/30 ,18:41:43,43.6  ,A,32017 
2020/9/30 ,18:41:45,43.7  ,A,32018 
2020/9/30 ,18:41:47,43.8  ,A,32019 
2020/9/30 ,18:41:49,43.8  ,A,32020 
2020/9/30 ,18:41:51,43.8  ,A,32021 
2020/9/30 ,18:41:53,43.8  ,A,32022 
2020/9/30 ,18:41:55,43.7  ,A,32023 
2020/9/30 ,18:41:57,43.8  ,A,32024 
2020/9/30 ,18:41:59,43.7  ,A,32025 
2020/9/30 ,18:42:1 ,43.6  ,A,32026 
2020/9/30 ,18:42:3 ,43.8  ,A,32027 
2020/9/30 ,18:42:5 ,43.7  ,A,32028 
2020/9/30 ,18:42:7 ,43.7  ,A,32029 
2020/9/30 ,18:42:9 ,43.5  ,A,32030 
2020/9/30 ,18:42:11,43.6  ,A,32031 
2020/9/30 ,18:42:13,43.5  ,A,32032 
2020/9/30 ,18:42:15,43.4  ,A,32033 
2020/9/30 ,18:42:17,43.4  ,A,32034 
2020/9/30 ,18:42:19,43.4  ,A,32035 
2020/9/30 ,18:42:21,43.3  ,A,32036 
2020/9/30 ,18:42:23,45.1  ,A,32037 
2020/9/30 ,18:42:25,43.6  ,A,32038 
2020/9/30 ,18:42:27,43.3  ,A,32039 
2020/9/30 ,18:42:35,43.5  ,A,32040 
2020/9/30 ,18:42:37,43.6  ,A,32041 
2020/9/30 ,18:42:39,47.0  ,A,32042 
2020/9/30 ,18:42:41,43.5  ,A,32043 
2020/9/30 ,18:42:43,43.4  ,A,32044 
2020/9/30 ,18:42:45,45.5  ,A,32045 
2020/9/30 ,18:42:47,43.4  ,A,32046 
2020/9/30 ,18:42:49,43.4  ,A,32047 
2020/9/30 ,18:42:51,43.3  ,A,32048 
2020/9/30 ,18:42:53,43.3  ,A,32049 
2020/9/30 ,18:42:55,43.7  ,A,32050 
2020/9/30 ,18:42:57,43.5  ,A,32051 
2020/9/30 ,18:42:59,43.6  ,A,32052 
2020/9/30 ,18:43:1 ,43.5  ,A,32053 
2020/9/30 ,18:43:3 ,43.7  ,A,32054 
2020/9/30 ,18:43:5 ,43.5  ,A,32055 
2020/9/30 ,18:43:7 ,43.3  ,A,32056 
2020/9/30 ,18:43:9 ,43.5  ,A,32057 
2020/9/30 ,18:43:11,43.4  ,A,32058 
2020/9/30 ,18:43:13,43.6  ,A,32059 
2020/9/30 ,18:43:15,43.5  ,A,32060 
2020/9/30 ,18:43:17,43.6  ,A,32061 
2020/9/30 ,18:43:19,43.7  ,A,32062 
2020/9/30 ,18:43:21,43.8  ,A,32063 
2020/9/30 ,18:43:23,43.6  ,A,32064 
2020/9/30 ,18:43:25,43.7  ,A,32065 
2020/9/30 ,18:43:27,43.7  ,A,32066 
2020/9/30 ,18:43:29,43.7  ,A,32067 
2020/9/30 ,18:43:31,43.8  ,A,32068 
2020/9/30 ,18:43:33,43.7  ,A,32069 
2020/9/30 ,18:43:35,43.5  ,A,32070 
2020/9/30 ,18:43:37,43.7  ,A,32071 
2020/9/30 ,18:43:39,43.6  ,A,32072 
2020/9/30 ,18:43:41,43.5  ,A,32073 
2020/9/30 ,18:43:43,43.5  ,A,32074 
2020/9/30 ,18:43:45,43.7  ,A,32075 
2020/9/30 ,18:43:47,43.7  ,A,32076 
2020/9/30 ,18:43:49,43.7  ,A,32077 
2020/9/30 ,18:43:51,43.5  ,A,32078 
2020/9/30 ,18:43:53,43.7  ,A,32079 
2020/9/30 ,18:43:55,43.6  ,A,32080 
2020/9/30 ,18:43:57,43.6  ,A,32081 
2020/9/30 ,18:43:59,43.8  ,A,32082 
2020/9/30 ,18:44:1 ,43.7  ,A,32083 
2020/9/30 ,18:44:3 ,43.7  ,A,32084 
2020/9/30 ,18:44:5 ,43.7  ,A,32085 
2020/9/30 ,18:44:7 ,43.7  ,A,32086 
2020/9/30 ,18:44:9 ,43.6  ,A,32087 
2020/9/30 ,18:44:11,43.6  ,A,32088 
2020/9/30 ,18:44:13,43.7  ,A,32089 
2020/9/30 ,18:44:15,43.6  ,A,32090 
2020/9/30 ,18:44:17,43.7  ,A,32091 
2020/9/30 ,18:44:19,43.8  ,A,32092 
2020/9/30 ,18:44:21,43.6  ,A,32093 
2020/9/30 ,18:44:23,43.7  ,A,32094 
2020/9/30 ,18:44:25,43.7  ,A,32095 
2020/9/30 ,18:44:27,43.6  ,A,32096 
2020/9/30 ,18:44:29,43.6  ,A,32097 
2020/9/30 ,18:44:31,43.4  ,A,32098 
2020/9/30 ,18:44:33,43.5  ,A,32099 
2020/9/30 ,18:44:41,43.4  ,A,32100 
2020/9/30 ,18:44:43,43.4  ,A,32101 
2020/9/30 ,18:44:45,43.3  ,A,32102 
2020/9/30 ,18:44:47,43.3  ,A,32103 
2020/9/30 ,18:44:49,43.2  ,A,32104 
2020/9/30 ,18:44:51,43.5  ,A,32105 
2020/9/30 ,18:44:53,43.5  ,A,32106 
2020/9/30 ,18:44:55,48.9  ,A,32107 
2020/9/30 ,18:44:57,43.4  ,A,32108 
2020/9/30 ,18:44:59,43.6  ,A,32109 
2020/9/30 ,18:45:1 ,43.2  ,A,32110 
2020/9/30 ,18:45:3 ,43.2  ,A,32111 
2020/9/30 ,18:45:5 ,43.3  ,A,32112 
2020/9/30 ,18:45:7 ,43.3  ,A,32113 
2020/9/30 ,18:45:9 ,43.4  ,A,32114 
2020/9/30 ,18:45:11,43.4  ,A,32115 
2020/9/30 ,18:45:13,43.2  ,A,32116 
2020/9/30 ,18:45:15,43.2  ,A,32117 
2020/9/30 ,18:45:17,43.4  ,A,32118 
2020/9/30 ,18:45:19,43.4  ,A,32119 
2020/9/30 ,18:45:21,43.4  ,A,32120 
2020/9/30 ,18:45:23,43.4  ,A,32121 
2020/9/30 ,18:45:25,43.4  ,A,32122 
2020/9/30 ,18:45:27,43.3  ,A,32123 
2020/9/30 ,18:45:29,43.3  ,A,32124 
2020/9/30 ,18:45:31,43.4  ,A,32125 
2020/9/30 ,18:45:33,43.4  ,A,32126 
2020/9/30 ,18:45:35,43.5  ,A,32127 
2020/9/30 ,18:45:37,43.5  ,A,32128 
2020/9/30 ,18:45:39,43.5  ,A,32129 
2020/9/30 ,18:45:41,43.5  ,A,32130 
2020/9/30 ,18:45:43,43.5  ,A,32131 
2020/9/30 ,18:45:45,43.4  ,A,32132 
2020/9/30 ,18:45:47,43.4  ,A,32133 
2020/9/30 ,18:45:49,43.4  ,A,32134 
2020/9/30 ,18:45:51,43.5  ,A,32135 
2020/9/30 ,18:45:53,43.5  ,A,32136 
2020/9/30 ,18:45:55,43.3  ,A,32137 
2020/9/30 ,18:45:57,43.6  ,A,32138 
2020/9/30 ,18:45:59,43.5  ,A,32139 
2020/9/30 ,18:46:1 ,43.4  ,A,32140 
2020/9/30 ,18:46:3 ,43.5  ,A,32141 
2020/9/30 ,18:46:5 ,43.5  ,A,32142 
2020/9/30 ,18:46:7 ,43.5  ,A,32143 
2020/9/30 ,18:46:9 ,43.5  ,A,32144 
2020/9/30 ,18:46:11,43.7  ,A,32145 
2020/9/30 ,18:46:13,43.6  ,A,32146 
2020/9/30 ,18:46:15,43.7  ,A,32147 
2020/9/30 ,18:46:17,43.5  ,A,32148 
2020/9/30 ,18:46:19,43.5  ,A,32149 
2020/9/30 ,18:46:21,43.5  ,A,32150 
2020/9/30 ,18:46:23,43.4  ,A,32151 
2020/9/30 ,18:46:25,43.6  ,A,32152 
2020/9/30 ,18:46:27,43.6  ,A,32153 
2020/9/30 ,18:46:29,43.6  ,A,32154 
2020/9/30 ,18:46:31,43.5  ,A,32155 
2020/9/30 ,18:46:33,43.4  ,A,32156 
2020/9/30 ,18:46:35,43.5  ,A,32157 
2020/9/30 ,18:46:37,43.3  ,A,32158 
2020/9/30 ,18:46:39,43.6  ,A,32159 
2020/9/30 ,18:46:47,43.7  ,A,32160 
2020/9/30 ,18:46:49,43.6  ,A,32161 
2020/9/30 ,18:46:51,43.5  ,A,32162 
2020/9/30 ,18:46:53,43.4  ,A,32163 
2020/9/30 ,18:46:55,43.4  ,A,32164 
2020/9/30 ,18:46:57,43.5  ,A,32165 
2020/9/30 ,18:46:59,43.6  ,A,32166 
2020/9/30 ,18:47:1 ,43.6  ,A,32167 
2020/9/30 ,18:47:3 ,43.6  ,A,32168 
2020/9/30 ,18:47:5 ,43.6  ,A,32169 
2020/9/30 ,18:47:7 ,43.5  ,A,32170 
2020/9/30 ,18:47:9 ,43.4  ,A,32171 
2020/9/30 ,18:47:11,43.6  ,A,32172 
2020/9/30 ,18:47:13,43.5  ,A,32173 
2020/9/30 ,18:47:15,43.5  ,A,32174 
2020/9/30 ,18:47:17,43.4  ,A,32175 
2020/9/30 ,18:47:19,43.6  ,A,32176 
2020/9/30 ,18:47:21,43.3  ,A,32177 
2020/9/30 ,18:47:23,43.5  ,A,32178 
2020/9/30 ,18:47:25,43.5  ,A,32179 
2020/9/30 ,18:47:27,43.5  ,A,32180 
2020/9/30 ,18:47:29,43.6  ,A,32181 
2020/9/30 ,18:47:31,43.7  ,A,32182 
2020/9/30 ,18:47:33,43.4  ,A,32183 
2020/9/30 ,18:47:35,43.4  ,A,32184 
2020/9/30 ,18:47:37,43.5  ,A,32185 
2020/9/30 ,18:47:39,43.6  ,A,32186 
2020/9/30 ,18:47:41,43.5  ,A,32187 
2020/9/30 ,18:47:43,43.6  ,A,32188 
2020/9/30 ,18:47:45,43.6  ,A,32189 
2020/9/30 ,18:47:47,43.4  ,A,32190 
2020/9/30 ,18:47:49,43.4  ,A,32191 
2020/9/30 ,18:47:51,43.4  ,A,32192 
2020/9/30 ,18:47:53,43.3  ,A,32193 
2020/9/30 ,18:47:55,43.3  ,A,32194 
2020/9/30 ,18:47:57,43.4  ,A,32195 
2020/9/30 ,18:47:59,43.4  ,A,32196 
2020/9/30 ,18:48:1 ,43.4  ,A,32197 
2020/9/30 ,18:48:3 ,43.6  ,A,32198 
2020/9/30 ,18:48:5 ,43.3  ,A,32199 
2020/9/30 ,18:48:7 ,43.3  ,A,32200 
2020/9/30 ,18:48:9 ,43.4  ,A,32201 
2020/9/30 ,18:48:11,43.3  ,A,32202 
2020/9/30 ,18:48:13,43.4  ,A,32203 
2020/9/30 ,18:48:15,43.4  ,A,32204 
2020/9/30 ,18:48:17,43.3  ,A,32205 
2020/9/30 ,18:48:19,43.5  ,A,32206 
2020/9/30 ,18:48:21,43.6  ,A,32207 
2020/9/30 ,18:48:23,43.6  ,A,32208 
2020/9/30 ,18:48:25,43.4  ,A,32209 
2020/9/30 ,18:48:27,43.4  ,A,32210 
2020/9/30 ,18:48:29,43.4  ,A,32211 
2020/9/30 ,18:48:31,43.2  ,A,32212 
2020/9/30 ,18:48:33,43.3  ,A,32213 
2020/9/30 ,18:48:35,43.4  ,A,32214 
2020/9/30 ,18:48:37,43.4  ,A,32215 
2020/9/30 ,18:48:39,43.2  ,A,32216 
2020/9/30 ,18:48:41,43.4  ,A,32217 
2020/9/30 ,18:48:43,43.3  ,A,32218 
2020/9/30 ,18:48:45,43.4  ,A,32219 
2020/9/30 ,18:48:53,43.3  ,A,32220 
2020/9/30 ,18:48:55,43.9  ,A,32221 
2020/9/30 ,18:48:57,43.9  ,A,32222 
2020/9/30 ,18:48:59,43.3  ,A,32223 
2020/9/30 ,18:49:1 ,43.4  ,A,32224 
2020/9/30 ,18:49:3 ,43.5  ,A,32225 
2020/9/30 ,18:49:5 ,43.4  ,A,32226 
2020/9/30 ,18:49:7 ,43.8  ,A,32227 
2020/9/30 ,18:49:9 ,43.3  ,A,32228 
2020/9/30 ,18:49:11,43.5  ,A,32229 
2020/9/30 ,18:49:13,43.3  ,A,32230 
2020/9/30 ,18:49:15,44.1  ,A,32231 
2020/9/30 ,18:49:17,43.5  ,A,32232 
2020/9/30 ,18:49:19,43.5  ,A,32233 
2020/9/30 ,18:49:21,43.7  ,A,32234 
2020/9/30 ,18:49:23,43.6  ,A,32235 
2020/9/30 ,18:49:25,43.7  ,A,32236 
2020/9/30 ,18:49:27,43.4  ,A,32237 
2020/9/30 ,18:49:29,43.6  ,A,32238 
2020/9/30 ,18:49:31,43.5  ,A,32239 
2020/9/30 ,18:49:33,43.7  ,A,32240 
2020/9/30 ,18:49:35,43.6  ,A,32241 
2020/9/30 ,18:49:37,43.6  ,A,32242 
2020/9/30 ,18:49:39,43.8  ,A,32243 
2020/9/30 ,18:49:41,43.6  ,A,32244 
2020/9/30 ,18:49:43,43.5  ,A,32245 
2020/9/30 ,18:49:45,43.5  ,A,32246 
2020/9/30 ,18:49:47,43.5  ,A,32247 
2020/9/30 ,18:49:49,43.4  ,A,32248 
2020/9/30 ,18:49:51,43.4  ,A,32249 
2020/9/30 ,18:49:53,43.4  ,A,32250 
2020/9/30 ,18:49:55,43.4  ,A,32251 
2020/9/30 ,18:49:57,43.5  ,A,32252 
2020/9/30 ,18:49:59,43.4  ,A,32253 
2020/9/30 ,18:50:1 ,43.5  ,A,32254 
2020/9/30 ,18:50:3 ,43.5  ,A,32255 
2020/9/30 ,18:50:5 ,43.5  ,A,32256 
2020/9/30 ,18:50:7 ,43.5  ,A,32257 
2020/9/30 ,18:50:9 ,43.5  ,A,32258 
2020/9/30 ,18:50:11,43.5  ,A,32259 
2020/9/30 ,18:50:13,43.5  ,A,32260 
2020/9/30 ,18:50:15,43.5  ,A,32261 
2020/9/30 ,18:50:17,43.5  ,A,32262 
2020/9/30 ,18:50:19,43.4  ,A,32263 
2020/9/30 ,18:50:21,43.6  ,A,32264 
2020/9/30 ,18:50:23,43.3  ,A,32265 
2020/9/30 ,18:50:25,43.7  ,A,32266 
2020/9/30 ,18:50:27,43.7  ,A,32267 
2020/9/30 ,18:50:29,43.5  ,A,32268 
2020/9/30 ,18:50:31,43.4  ,A,32269 
2020/9/30 ,18:50:33,43.4  ,A,32270 
2020/9/30 ,18:50:35,43.6  ,A,32271 
2020/9/30 ,18:50:37,43.5  ,A,32272 
2020/9/30 ,18:50:39,43.5  ,A,32273 
2020/9/30 ,18:50:41,43.5  ,A,32274 
2020/9/30 ,18:50:43,43.5  ,A,32275 
2020/9/30 ,18:50:45,43.5  ,A,32276 
2020/9/30 ,18:50:47,43.4  ,A,32277 
2020/9/30 ,18:50:49,43.4  ,A,32278 
2020/9/30 ,18:50:51,43.5  ,A,32279 
2020/9/30 ,18:50:59,43.6  ,A,32280 
2020/9/30 ,18:51:1 ,43.6  ,A,32281 
2020/9/30 ,18:51:3 ,43.6  ,A,32282 
2020/9/30 ,18:51:5 ,43.4  ,A,32283 
2020/9/30 ,18:51:7 ,43.6  ,A,32284 
2020/9/30 ,18:51:9 ,43.6  ,A,32285 
2020/9/30 ,18:51:11,43.5  ,A,32286 
